,,,,,,,,,,,,,,,
,ppt,Precip (mm/mon),,,,,,,,,,,,,
IA,10,tmin,1973,-12.12,-9.68,0.14,1.48,7.11,14.45,16.76,16.32,10.52,6.4,-2.38,-11.63
IA,10,tmin,1974,-15.49,-10.01,-4.24,2.66,7.6,12.5,17.83,13.46,6.96,3.27,-2.82,-9.49
IA,10,tmin,1975,-13.79,-13.44,-9.09,0.64,9.93,13.85,16.86,16.56,8.14,3.51,-2.73,-9.15
IA,10,tmin,1976,-13.83,-6.35,-4.35,3.81,6.71,13.25,16.35,14.75,9.27,0.02,-8.04,-15.05
IA,10,tmin,1977,-20.71,-10.19,-1.91,5.1,12.33,14.24,17.23,13.48,11.09,2.98,-4.18,-12
IA,10,tmin,1978,-20.18,-17.56,-6.59,2.7,8.4,13.6,16.39,15.1,12.65,2.87,-5.43,-14.13
IA,10,tmin,1979,-21.54,-19.88,-7.08,0.64,6.38,13.43,16.29,15.14,10.69,2.53,-4.39,-8.07
IA,10,tmin,1980,-12.08,-12.85,-6.42,2.11,8.31,13.9,16.54,15.67,10.15,1.85,-3.25,-10.99
IA,10,tmin,1981,-12.21,-10,-4.19,4.43,7.2,13.91,16.92,14.87,9.4,2.94,-1.28,-11.88
IA,10,tmin,1982,-20.93,-13.4,-4.62,-0.24,10.71,11.1,17.18,15.3,10.69,4.24,-4.99,-8.1
IA,10,tmin,1983,-10.69,-7.26,-3.49,0.09,5.91,13.95,18.52,18.39,10.34,3.98,-1.51,-20.58
IA,10,tmin,1984,-13.39,-6.57,-8.21,2.12,7.29,14.92,15.64,15.97,7.76,4.72,-3.64,-11.17
IA,10,tmin,1985,-16.06,-13.1,-1.82,4.2,10.34,12.15,14.94,13.01,10.7,3.19,-8.57,-18.66
IA,10,tmin,1986,-10.81,-11.94,-2.83,3.33,9.49,15.37,17.59,13.01,11.23,4.39,-6.89,-8.71
IA,10,tmin,1987,-10,-6.09,-1.93,3.17,11.16,15.57,17.89,14.72,10.13,0.36,-0.77,-6.85
IA,10,tmin,1988,-17.51,-15.03,-4.02,0.61,11.26,16.31,16.63,16.53,10.53,0.63,-3.59,-11.08
IA,10,tmin,1989,-8.84,-17,-6.64,1.35,7.13,12.8,17.5,15.34,9.12,2.52,-7.61,-16.82
IA,10,tmin,1990,-8.52,-10.32,-3.24,0.73,6.99,14.87,16.17,15.71,11.93,1.86,-3.18,-13.92
IA,10,tmin,1991,-16.85,-8.06,-3.9,3.73,11.53,16.99,16.44,15.59,9.74,1.54,-8.26,-8.6
IA,10,tmin,1992,-8.09,-5.11,-3.03,0.32,8.17,12.75,13.81,12.58,8.89,2.77,-3.61,-10.39
IA,10,tmin,1993,-15.67,-13.33,-7.35,0.62,8.25,12.88,16.76,15.92,7.54,2.3,-6.29,-10.21
IA,10,tmin,1994,-19.3,-16.62,-3.83,0.54,9.04,15.5,14.46,13.75,11.35,5.36,-2.38,-9.59
IA,10,tmin,1995,-12.91,-10.08,-4.03,0.07,7.07,14.77,16.24,18,8.45,3.5,-7.15,-9.37
IA,10,tmin,1996,-16.07,-11.31,-9.27,-0.77,7.5,14.81,14.86,14.57,9.45,3.12,-7.74,-14.35
IA,10,tmin,1997,-16.99,-10.83,-4.91,-0.78,5.03,14.71,17.01,14.73,10.71,3.97,-5.71,-6.55
IA,10,tmin,1998,-10.71,-3.96,-5.8,2.93,11.45,13.14,17.01,17.13,12.09,5.16,-1.44,-9.08
IA,10,tmin,1999,-15.19,-5.9,-4.28,3.06,9.5,14.46,18.17,14.74,8.25,1.39,-1.5,-9.61
IA,10,tmin,2000,-13.83,-7.04,-1.81,1.44,9.73,13.01,16.6,16.07,9.16,5.08,-6.63,-18.57
IA,10,tmin,2001,-12.22,-15.79,-7.56,2.86,9.75,14.05,17.93,16.17,9.69,2.67,1.14,-7.3
IA,10,tmin,2002,-10.05,-8.74,-9.02,1.84,6.04,16.17,18.29,15.3,10.78,0.86,-5.15,-8.84
IA,10,tmin,2003,-13.93,-14.12,-6.22,2.51,7.76,13.4,16.05,16,8.01,3.07,-4.77,-8
IA,10,tmin,2004,-14.86,-11.6,-1.72,1.5,8.36,12.47,15.39,12.32,12.34,4.39,-1.86,-9.24
IA,10,tmin,2005,-13.53,-6.9,-5.66,4.14,7.7,16.38,17.59,15.09,12.54,3.92,-2.75,-11.81
IA,10,tmin,2006,-4.69,-11.23,-4.12,4.77,9.46,14.52,17.64,16.21,8.54,1.99,-3.98,-6.96
IA,10,tmin,2007,-12.29,-15.32,-1.57,1.09,11.64,15.05,16.73,17.06,10.58,6.63,-4.11,-12.54
IA,10,tmin,2008,-15.57,-15.27,-6.52,0.34,7.17,14,16.9,14.5,10.27,3.33,-3.3,-14.97
IA,10,tmin,2009,-17.14,-10.14,-5.05,0.72,8.42,13.82,13.99,13.69,10.63,1.37,-0.59,-13.45
IA,10,tmin,2010,-16.53,-14.8,-2.75,4.74,8.1,14.92,17.39,17.56,9.71,3.75,-3.88,-13.08
IA,10,tmin,2011,-16.95,-12.33,-5.62,1.73,8.1,14.88,19.74,15.35,8.19,3.68,-4.48,-8.96
IA,10,tmin,2012,-10.16,-8.84,2.77,3.72,10.94,15.73,19.41,14.41,7.89,1.43,-3.56,-9.54
IA,10,tmin,2013,-12.91,-10.91,-7.46,-1.44,8.1,14.97,16.27,15.61,11.91,3.43,-6.01,-15.43
IA,10,tmin,2014,-17.39,-17.5,-8.27,0.58,8.12,14.94,14.47,16.23,10.05,3.55,-8.95,-7.27
IA,10,tmin,2015,-11.71,-15.4,-4.84,2.7,8.69,15.04,15.96,14.3,13.44,4.44,-1.25,-5.71
IA,20,ppt,1950,30.74,37.09,34.51,71.01,139.79,123.47,123.07,38.9,80.29,35.92,12.02,29.18
IA,20,ppt,1951,13.59,56.96,105.8,144.71,89.31,185.63,104.91,153.57,68.01,65.37,22.64,23.52
IA,20,ppt,1952,45,11.01,65.71,35.31,91.67,128.25,120.7,103.68,10.41,0.03,37.65,19.08
IA,20,ppt,1953,25.06,27.93,57.64,93.55,67.87,128.6,119.89,89.4,17.05,6.66,46.58,29.59
IA,20,ppt,1954,10.13,25.29,39.35,100.56,109.51,225.85,79.48,148.39,59.64,88.94,4.82,15.17
IA,20,ppt,1955,9.94,27.42,24.18,75.19,61.66,73.39,113.07,48.48,59.37,45.19,7.9,16.68
IA,20,ppt,1956,17.15,7.51,58.08,45.29,100.16,77.96,114.98,89.84,41.35,42.48,46.53,10.9
IA,20,ppt,1957,10.42,8.16,35.93,31.37,146.8,110.09,92.55,101.74,51.98,47.49,76.66,17.18
IA,20,ppt,1958,11.59,3.92,12.97,68.15,43.59,107.03,117.58,56.43,47.73,17.84,26.98,5.76
IA,20,ppt,1959,10.84,41.18,67.83,35.97,189.78,122.17,45.5,160.25,114.28,42.52,50.95,30.59
IA,20,ppt,1960,16.77,15.28,30.59,73.39,139.89,81.85,55.35,121.37,95.63,24.2,18.2,22.7
IA,20,ppt,1961,5.78,48.54,99.1,47.03,66.35,62.8,146.3,74.5,112.06,91.88,36.21,33.21
IA,20,ppt,1962,3.35,49.88,35.69,51.02,110.15,67.4,188.11,163.47,64.4,50.76,3.55,5.04
IA,20,ppt,1963,14.41,20.1,53.67,77.58,94.18,92.91,183.82,63,47.81,30.92,28.77,11.17
IA,20,ppt,1964,11.74,2.42,31.17,137.84,103.74,65.84,110.9,108.61,150.99,10.68,28.69,29.24
IA,20,ppt,1965,17.85,39.74,85.95,98.26,133.36,85.23,80.12,92.93,285.02,23.2,29.31,33.7
IA,20,ppt,1966,23.51,21.71,61.22,41.48,77.12,149.76,93.13,67.33,27.18,44.99,6.61,25.29
IA,20,ppt,1967,36.13,16.39,31.84,63.06,75.79,222.52,45.7,84.21,39.73,46.95,7.08,17.84
IA,20,ppt,1968,18.65,2.29,17.37,123.53,72.28,151.32,177.75,81.11,130.14,104.37,15.5,59.44
IA,20,ppt,1969,43.43,16.1,27.09,65.38,104.27,214.67,159.25,41.42,58.66,80.16,14.71,49.44
IA,20,ppt,1970,6.84,4.21,43.31,43.38,146.41,67.73,104.94,42.11,114.74,119.97,55.48,26.94
IA,20,ppt,1971,26.47,76.25,30.4,24.19,77.37,150.75,85.46,21.22,58.54,107.54,79.91,30.22
IA,20,ppt,1972,12.64,17.3,26.93,59.44,103.58,105.79,140.8,87.77,156.92,93.32,42.12,40.83
IA,20,ppt,1973,37.49,29.85,77.57,93.19,158.01,91.11,100.07,62.51,183.72,55.73,76.68,47.17
IA,20,ppt,1974,9.97,16.32,39.6,74.52,135.39,132.32,63.76,112.6,31.33,55.07,32.54,23.69
IA,20,ppt,1975,45.98,17.93,53.19,119.08,90.73,149.87,28.49,120.28,29.83,8.67,96.72,24.83
IA,20,ppt,1976,3.56,21.79,93.81,97.69,79.67,69.83,57.86,36.07,29.36,34.8,0.4,11.02
IA,20,ppt,1977,10.12,16.54,76.14,83.58,68.12,73.79,98.99,161.01,98.89,83.78,33.85,20.53
IA,20,ppt,1978,18.73,13.27,13,90.13,73.02,150.1,156.87,72.31,119.92,29.05,54.09,21.29
IA,20,ppt,1979,33.19,10.01,84.29,64.76,81.04,92.81,151.97,239.79,33.1,87.39,63.68,12.03
IA,20,ppt,1980,39.4,17.33,19.57,31.35,96.27,98.14,64.57,258.57,83.58,47.59,5.86,10.48
IA,20,ppt,1981,1.93,37.89,15.91,90.96,88.84,170.92,133.57,141.23,43.42,53.88,21.9,25.86
IA,20,ppt,1982,47.4,6.61,37.74,65.98,185.3,76.04,122.47,105.94,85.98,91.14,73.63,88.1
IA,20,ppt,1983,19.99,34.5,79.89,70.8,140.29,138.27,78.06,65.71,155.8,72.77,99.25,19.99
IA,20,ppt,1984,10.73,24.89,37.54,143.23,95.19,186.47,78.16,26.15,38.69,112.83,56.82,41.2
IA,20,ppt,1985,13.22,12.3,55.54,69.27,50.81,88.65,43.41,125.14,172.9,41.57,40.89,31.01
IA,20,ppt,1986,8.15,21.18,47.79,110.76,125.78,82.9,131.14,83.97,122.65,102.25,33.06,13.35
IA,20,ppt,1987,4.5,0.58,51.96,45.4,60.89,52.86,139.8,119.88,63.74,20.64,57.36,39.39
IA,20,ppt,1988,19.36,10.9,20.07,71.29,42.36,57.25,54.08,101.02,95.35,10.63,68.14,20.83
IA,20,ppt,1989,14.04,6.35,30.89,61.76,42.44,63.15,79.21,63.04,72.84,46.05,11.93,3.54
IA,20,ppt,1990,12.13,11.32,102.66,83.32,116.64,175.45,195.54,145.79,43.89,41.35,16.02,42.32
IA,20,ppt,1991,15.68,6.36,94.98,162.42,193.74,126.49,99.15,106.53,78.32,53.58,121.36,37.93
IA,20,ppt,1992,27.61,24.81,61.34,71.15,60.18,74.05,166.05,73.8,93.03,45.49,104.58,44.66
IA,20,ppt,1993,24.18,29.54,63.9,109.69,146,221.96,198.95,226.35,53.62,25.72,25.42,23.22
IA,20,ppt,1994,33.85,19.43,2.5,67.26,59.58,171.18,136.53,94.12,94.87,75.85,40.15,21.13
IA,20,ppt,1995,14.37,1.82,77.56,98.45,108.68,111.46,76.37,117.04,83.24,55.41,25.2,7.99
IA,20,ppt,1996,39.26,2.09,49.5,26.26,99.88,115.55,53.99,140.45,49.41,62.45,84.36,26.89
IA,20,ppt,1997,26.78,25.2,44.81,40.61,102.71,121.52,114,46.97,65.13,61.24,13,14.56
IA,20,ppt,1998,27.15,26.52,61.88,98.66,99.85,204.03,50.43,149.03,43.03,114.42,23.17,5.57
IA,20,ppt,1999,35.58,14.91,24.22,176.28,160.52,144.5,213.89,48.06,32.08,23.44,17.99,13.49
IA,20,ppt,2000,22.39,25.88,29.25,45.06,112.01,166.19,116.63,81.42,30.52,52.15,67.59,49.23
IA,20,ppt,2001,27.91,40.33,26.86,94.91,192.32,100.37,103.42,60.51,78.94,37.53,46.49,19.89
IA,20,ppt,2002,5.74,25.44,24.66,90.51,67.67,85.98,150.68,193.95,58.01,87.01,4.21,6.88
IA,20,ppt,2003,6.07,10.69,42.57,62.25,119.17,136.8,121.2,32.13,47.32,15.37,54.73,23.59
IA,20,ppt,2004,14.25,33.08,82.66,58.77,238.09,90.19,135.24,95.54,108.74,35.78,44.74,9.18
IA,20,ppt,2005,26.19,39.49,37.64,100,134.84,166.42,106.65,98.37,157.53,17.01,43.17,29.54
IA,20,ppt,2006,10.12,12.07,73.05,127.01,52.44,71.63,66,109.55,112.75,28.32,44.58,48.95
IA,20,ppt,2007,30.97,55.06,66.49,93.19,104.22,84.9,84.31,277.47,73.44,119.26,2.06,43.98
IA,20,ppt,2008,17.95,27.14,20.02,155.81,123.54,234.29,114.73,58.65,49.3,73.59,55.32,45.89
IA,20,ppt,2009,21.64,17.73,53.98,83.16,125.59,88.08,110.35,72.83,62.8,173.8,18.3,68.49
IA,20,ppt,2010,23.29,25.17,34.91,82.22,82.01,253.38,193.59,61.04,121.84,14.83,58.26,50.53
IA,20,ppt,2011,21.15,33.64,42.51,97.81,116.32,126.8,100.36,51.29,45.17,23.2,15.14,35.16
IA,20,ppt,2012,20.02,33.7,45.57,101.49,113.46,66.73,26.08,47.41,39.94,61.4,15.14,32.04
IA,20,ppt,2013,12.3,27.07,57.81,172.48,238.14,157.25,72.74,64.78,29.67,65.59,37.89,16.77
IA,20,ppt,2014,18.4,39.81,28.42,143.96,85.1,260.56,62.1,120.55,96.97,62.36,14.94,31.86
IA,20,ppt,2015,13.54,27.9,18.41,112.42,119.04,140.24,108.31,154.41,81.9,28.78,82.39,115.02
IA,20,tmax,1950,-3.6,-2.43,1.47,9.59,20.04,25.83,26.77,25.74,23.3,20.3,5.62,-4.63
IA,20,tmax,1951,-4.9,-2.11,-0.41,9.48,22.54,22.91,27.17,25.74,20.7,16.24,3.15,-3.09
IA,20,tmax,1952,-3.59,1.67,2.22,15.7,20.25,28.57,29.06,26.38,25.21,15.76,9.12,-1.17
IA,20,tmax,1953,-2.63,-0.52,5.93,10.12,20.85,27.94,28.45,28.56,25.35,21.82,10.48,1.45
IA,20,tmax,1954,-3.17,6.68,3.52,16.54,18.67,27.41,30.05,26.92,23.78,14.98,9.81,-0.19
IA,20,tmax,1955,-3.43,-2.37,4.48,19.23,24.31,25.36,31.6,32.31,26.02,17.65,3.67,-4.11
IA,20,tmax,1956,-4.17,-2.25,3.34,13.57,21.99,29.88,27.44,27.96,23.86,21.38,6.14,1.02
IA,20,tmax,1957,-5.49,1.45,5.67,14.99,20.04,25.75,30.88,27.69,21.76,14.66,4.74,2.06
IA,20,tmax,1958,-1.72,-3.88,4.49,15.35,23.77,23.89,26.46,29.04,24.3,19.36,9.94,-2.73
IA,20,tmax,1959,-5.33,-3.75,4.27,15.46,22.4,28.11,28.24,29.93,22.97,13.09,1.83,3.1
IA,20,tmax,1960,-3.04,-2.18,-1.97,15.42,20.95,25.56,28.79,28.26,23.64,17.67,9.34,-1.46
IA,20,tmax,1961,-3.13,1.08,4.27,10.45,20,27.31,27.97,28.31,22.15,18.52,6.47,-3.17
IA,20,tmax,1962,-6.11,-3.65,0.35,13.26,23.68,25.92,26.58,27.67,21.37,17.63,8.85,0.36
IA,20,tmax,1963,-8.98,-3.02,7.84,16.64,20.67,28.96,28.54,27.03,24.2,23.56,10.56,-5.91
IA,20,tmax,1964,0.96,3.84,3.94,14.76,24.61,27.29,30.88,26.61,22.31,16.8,9.3,-3.26
IA,20,tmax,1965,-4.31,-3.82,-2.02,11.52,23.53,26.41,28.57,27.18,19.24,17.81,8.14,3.32
IA,20,tmax,1966,-7.93,-1.33,8.89,11.37,20.17,26.78,30.22,26.57,23.38,17.82,6.9,-1.12
IA,20,tmax,1967,-1.92,-2.51,7.88,15.15,19.54,25.41,27.55,26.41,22.58,15.76,5.7,0.93
IA,20,tmax,1968,-3.56,-1.63,11.76,16.88,19.73,27.21,27.8,27.58,22.35,17.23,6.23,-2.11
IA,20,tmax,1969,-7.21,-2.38,0.35,15.1,22.13,23.23,28.24,28.64,23.38,14.13,7.03,-2.23
IA,20,tmax,1970,-9.11,-1.02,2.46,15.15,22.9,27.36,29.44,27.74,22.57,15.91,5.36,-1.53
IA,20,tmax,1971,-7.17,-3.62,2.24,16.52,20.58,29.58,26.75,27.95,24.56,19.2,6.84,-1.28
IA,20,tmax,1972,-6.37,-4.36,5.09,12.32,22.56,26.38,26.97,27.2,22.5,14.09,4.01,-5.29
IA,20,tmax,1973,-3.02,-0.57,9.02,13.1,19.51,28.03,28.46,28.33,21.84,19.52,7.07,-3.13
IA,20,tmax,1974,-5.25,-1.14,5.56,15.59,19.19,25.71,31.37,25.9,21.92,17.58,6.91,-0.69
IA,20,tmax,1975,-3.11,-3.37,0.5,9.17,23.45,26.08,30.03,28.97,21.22,20.19,9.55,-0.42
IA,20,tmax,1976,-2.19,5.03,6.51,17.6,21.14,28.08,30.58,28.75,24.79,14.1,4.71,-2.96
IA,20,tmax,1977,-9.96,2.66,9.85,19.25,26.72,28.33,30.91,25.77,23.47,15.08,6.07,-4.12
IA,20,tmax,1978,-8.92,-6.43,4.05,13.93,22.25,27.17,27.85,28.28,26.79,16.19,5.97,-4.15
IA,20,tmax,1979,-11.87,-7.68,2.24,11.17,21.11,26.76,28.03,26.38,25.12,16.36,5.68,2.71
IA,20,tmax,1980,-3.02,-3.61,3.52,15.91,23.59,27.77,30.51,27.84,24.51,14.43,9.48,-0.56
IA,20,tmax,1981,0.25,2.21,10.32,17.81,20.62,27.27,28.32,26.6,23.41,14.52,9.18,-2.64
IA,20,tmax,1982,-9.71,-3.6,3.45,12.07,21.65,23.83,29.14,26.82,21.9,16.92,5.34,1.4
IA,20,tmax,1983,-1.9,0.21,4.92,10.31,18.98,26.41,30.92,31.71,24.21,15.86,5.91,-10.5
IA,20,tmax,1984,-4.86,2.04,0.75,12.92,19.6,27.09,28.16,29.69,23.27,16.39,7.33,-0.27
IA,20,tmax,1985,-5.09,-3.78,8.43,17.53,24.65,25.47,28.83,25.65,22.03,15.24,1.37,-7.67
IA,20,tmax,1986,-2.34,-4.15,7.71,16.68,21.39,27.76,28.98,25.14,22.9,15.92,3.77,-1.06
IA,20,tmax,1987,-0.63,6.31,8.88,18.64,25.6,29.74,30.11,26.19,23.4,14.22,8.98,0.28
IA,20,tmax,1988,-6.5,-4.46,7.98,15.24,26.34,31.14,30.37,30.87,25.09,14.18,7.22,-1.03
IA,20,tmax,1989,1.07,-4.81,3.3,14.47,21.78,26.35,29.87,27.93,22.71,18.35,5.03,-5.89
IA,20,tmax,1990,3.16,1.49,8.58,14.87,19.18,26.61,27.37,26.95,24.84,16.46,10.29,-3.23
IA,20,tmax,1991,-6.76,0.9,7.17,15.5,21.75,28.54,28.55,27.08,21.9,15.78,0.46,-0.35
IA,20,tmax,1992,-0.44,1.32,6.83,11.6,22.72,26.06,24.24,24.41,22.02,16.39,2.73,-1.89
IA,20,tmax,1993,-5.42,-4.87,1.16,11.47,19.48,24.11,26.12,26.32,18.99,15.43,5.03,-1.24
IA,20,tmax,1994,-9.36,-5.78,7.37,15.76,22.7,27.06,26.01,25.35,23.87,17.12,8.44,-0.54
IA,20,tmax,1995,-5.05,-0.93,5.94,11.37,19.16,26.7,28.48,29.35,21.62,15.65,2.31,-1.52
IA,20,tmax,1996,-5.34,-1.85,3.33,12.63,17.62,25.71,26.78,26.14,21.32,17.07,0.61,-5.19
IA,20,tmax,1997,-6.7,-1.73,5.29,12.58,17.82,27.9,27.32,25.54,23.54,17.4,2.31,-0.11
IA,20,tmax,1998,-3.16,2.8,3.03,14.86,24.55,24,28.26,27.08,26.79,16.29,8.19,2.84
IA,20,tmax,1999,-6.37,2.87,6.84,14,20.92,25.26,29.95,26.09,23.07,16.88,12.55,1.22
IA,20,tmax,2000,-2.62,3.21,11.32,15.07,22.79,24.96,27.02,26.72,24.45,17.97,3.61,-9.37
IA,20,tmax,2001,-3.29,-5.33,0.87,15.85,20.7,25.88,28.94,27.52,21.52,15.61,14.62,2.99
IA,20,tmax,2002,2.12,2.4,2.42,13.95,19.99,27.59,29.97,26.34,24.34,12.31,5.95,2.55
IA,20,tmax,2003,-3.21,-1.83,5.81,15.48,19.72,25.35,27.79,29.07,23.05,17.74,5.3,0.37
IA,20,tmax,2004,-4.55,-2.69,7.94,17.05,20.57,24.61,26.36,24.06,25.39,15.98,8.56,0.21
IA,20,tmax,2005,-5.04,2.42,5.57,17.35,19,27.85,28.92,26.98,25.44,17.71,8.85,-4.93
IA,20,tmax,2006,1.69,-0.47,5.45,17.37,20.93,26.57,29.77,26.9,20.66,13.96,8.4,2.63
IA,20,tmax,2007,-2.79,-7.32,7.15,12.75,23.98,26.87,28.65,27.15,24.44,17.85,7.15,-4.16
IA,20,tmax,2008,-6.03,-5.3,2.64,11.8,19.99,25.61,28.13,26.71,23.18,15.77,6.45,-4.54
IA,20,tmax,2009,-7.54,0.04,6.2,13.71,20.8,25.03,24.99,25.16,24.02,10.82,10.95,-3.81
IA,20,tmax,2010,-8.09,-5.01,6.87,18.89,21.54,25.89,28.41,29.12,22.55,19.35,7.19,-4.81
IA,20,tmax,2011,-6.81,-2.59,3.79,12.69,20.13,25.67,29.87,27.57,21.61,18.72,8.82,1.59
IA,20,tmax,2012,0.43,2.39,15.38,16.39,24.38,27.55,31.84,28.21,24.69,14.47,8.98,0.91
IA,20,tmax,2013,-2.43,-2.05,0.52,10.05,19.17,25.11,28.3,27.31,25.56,15.76,5.16,-4.76
IA,20,tmax,2014,-5.92,-7.42,1.31,13.19,20.64,26.01,25.53,26.56,22.34,15.76,2.07,-0.55
IA,20,tmax,2015,-3.04,-6.34,7.62,15.96,20.05,25.57,27.15,25.38,26.1,17.26,9.48,2.49
IA,20,tmean,1950,-10.07,-8.14,-3.03,4.23,13.83,19.4,20.33,19.45,16.42,13.11,-0.48,-9.77
IA,20,tmean,1951,-10.45,-6.97,-5.11,5.05,16.29,17.67,21.35,20.08,14.57,10.35,-2.47,-8.02
IA,20,tmean,1952,-9.39,-2.02,-1.97,8.97,14.29,22.11,22.81,20.24,17.38,7.53,2.82,-4.96
IA,20,tmean,1953,-7.41,-5.12,0.86,5.1,14.71,21.68,22.41,21.93,17.2,13.84,4.25,-3.68
IA,20,tmean,1954,-9.48,1.33,-1.35,9.72,12.11,21.75,23.82,21.1,17.66,9.82,4.17,-3.87
IA,20,tmean,1955,-7.86,-7.86,-1.28,12.26,17.06,18.89,25.57,24.74,18.1,10.88,-1.85,-9.33
IA,20,tmean,1956,-9.47,-8.1,-1.82,6.55,15.33,22.79,20.99,21.76,16.07,13.88,1.33,-3.95
IA,20,tmean,1957,-11.01,-3.54,0.23,8.64,14.02,19.7,24.8,21.58,15.42,8.93,0.7,-2.62
IA,20,tmean,1958,-5.45,-9.53,-0.05,8.7,16.01,17.69,20.61,22.22,17.37,12.07,3.37,-8.41
IA,20,tmean,1959,-11.02,-9.69,-0.61,8.74,16.42,21.47,21.69,23.95,16.88,7.75,-3.42,-0.72
IA,20,tmean,1960,-7.43,-6.69,-7.52,9.09,14.6,19.03,22.07,22.04,17.72,10.54,3.36,-6.82
IA,20,tmean,1961,-8.66,-4.06,0.46,5.05,13.16,20.37,21.65,21.75,16.23,11.53,1.61,-7.73
IA,20,tmean,1962,-11.59,-7.73,-4.22,6.93,17.79,19.64,21.02,21.08,14.93,11.81,3.56,-4.98
IA,20,tmean,1963,-13.77,-8.92,2.12,9.93,14.37,22.11,22.58,20.85,17.73,16.19,4.83,-10.84
IA,20,tmean,1964,-4.68,-2.9,-1.95,8.71,17.84,20.49,24.23,20.06,16.33,9.69,3.78,-7.76
IA,20,tmean,1965,-10,-9.84,-6.63,6.61,16.96,20.1,22.23,20.74,13.97,11.22,2.49,-1.02
IA,20,tmean,1966,-13.29,-7.31,3.1,6.02,12.79,20.35,23.98,19.98,16.22,10.39,1.32,-5.82
IA,20,tmean,1967,-7.31,-8.67,2.01,8.8,12.62,19.76,20.94,19.63,15.36,9.44,0.63,-3.77
IA,20,tmean,1968,-8.6,-7.16,4.26,9.74,12.82,20.71,21.81,21.35,16.17,11.16,1.72,-6.67
IA,20,tmean,1969,-11.81,-6.85,-4.98,8.86,15.54,17.14,22.74,21.9,16.78,8.37,1.73,-6.67
IA,20,tmean,1970,-14.35,-7.38,-2.17,8.57,16.32,21.05,22.69,21.46,16.6,10.15,1.23,-7.03
IA,20,tmean,1971,-12.48,-8.02,-2.01,9.09,13.37,23.11,20.54,20.66,17.62,13.32,2.34,-5.43
IA,20,tmean,1972,-11.78,-9.86,-0.02,6.59,16.25,19.6,21.3,21.58,16.58,8.19,0.83,-9.73
IA,20,tmean,1973,-7.57,-4.9,4.77,7.45,13.44,21.66,22.73,22.34,16.53,13.49,2.62,-7.31
IA,20,tmean,1974,-9.89,-6.06,0.78,9.42,13.47,19.13,24.76,19.94,14.61,10.74,2.37,-4.59
IA,20,tmean,1975,-8.13,-7.7,-4.17,4.86,17.05,20.38,23.44,22.78,14.82,12.21,4.25,-4.42
IA,20,tmean,1976,-7.99,-0.76,1.35,10.79,14.19,20.96,23.44,21.51,16.67,7.39,-1.46,-9.48
IA,20,tmean,1977,-15.9,-3.86,4.62,12.36,19.75,21.38,24.21,19.66,17.46,9.13,1.12,-8.12
IA,20,tmean,1978,-14.1,-11.78,-1.21,8.39,15.68,20.54,22.07,21.6,19.68,9.74,0.66,-9.06
IA,20,tmean,1979,-16.48,-13.16,-2.16,6,13.99,20.09,22,20.86,17.91,9.88,1.2,-2.78
IA,20,tmean,1980,-7.54,-8.53,-1.67,9.01,16.25,20.94,23.66,21.84,17.67,8.45,3.34,-5.48
IA,20,tmean,1981,-6.08,-3.56,3.6,11.18,14.11,20.71,22.64,20.77,16.5,8.76,4.17,-7.18
IA,20,tmean,1982,-15.1,-8.39,-0.73,5.99,16.38,17.74,23.23,20.99,16.14,10.9,0.54,-2.79
IA,20,tmean,1983,-5.87,-3.28,1.11,5.48,12.77,20.32,24.51,24.77,17.36,10.16,2.38,-14.96
IA,20,tmean,1984,-9.42,-2.2,-3.57,7.69,13.53,21.04,21.74,22.91,15.97,10.97,2,-5.42
IA,20,tmean,1985,-10.64,-8.55,3.39,11.12,17.58,18.82,22.05,19.51,16.68,9.47,-3.15,-13.36
IA,20,tmean,1986,-7.11,-8.15,2.36,10.38,15.47,21.53,23.36,19.08,17.36,10.31,-1.64,-4.82
IA,20,tmean,1987,-5.16,0.25,3.73,11.15,18.38,22.84,24.13,20.7,16.94,7.55,4.41,-3.18
IA,20,tmean,1988,-12.02,-9.73,2.09,8.14,18.43,23.34,23.43,23.9,17.85,7.41,2.06,-6.06
IA,20,tmean,1989,-3.68,-10.64,-1.57,8.05,14.56,19.72,23.54,21.55,15.84,10.86,-0.99,-11.1
IA,20,tmean,1990,-2.56,-4.32,2.93,8.26,13.15,20.8,21.92,21.46,18.5,9.47,4.13,-8.45
IA,20,tmean,1991,-12.09,-4.16,1.98,9.75,16.89,22.82,22.6,21.35,15.8,9.11,-3.43,-4.54
IA,20,tmean,1992,-4.67,-1.87,1.96,6.4,15.5,19.42,19.08,18.39,15.4,9.56,-0.21,-6.01
IA,20,tmean,1993,-10.34,-8.74,-2.94,6.09,14.2,18.62,21.38,21.22,13.49,9.07,0.04,-5.22
IA,20,tmean,1994,-14.34,-11.04,1.78,8.59,15.55,21.28,20.45,19.42,17.74,11.5,3.37,-4.77
IA,20,tmean,1995,-8.98,-5.96,1.1,5.77,13.36,21.12,22.49,23.84,14.99,9.74,-2.39,-5.82
IA,20,tmean,1996,-10.5,-6.75,-2.76,6.15,12.58,20.2,20.86,20.23,15.45,10.26,-3.4,-8.94
IA,20,tmean,1997,-11.33,-6.02,0.39,6.17,11.48,21.28,22.01,20.01,17.06,10.56,-1.41,-3.33
IA,20,tmean,1998,-6.96,-0.57,-0.91,9.31,18.18,18.91,22.54,22.01,19.34,10.61,3.43,-2.83
